,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_3,SPQC_4,SPQC_5
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
P26038,7258.161133,10110.39258,8877.695313,13411.16602,11176.69629,16118.11621,15242.35742,9968.113281,9666.878906,14944.17188,12491.58301,13405.99902,19284.89648,15436.19922,13460.21973,10371.9043,13072.27734,12353.05859,13936.26855,6580.393066,10867.91406,14468.38574,15016.20313,14149.13574,17868.35547,18646.84766,26950.72852,8829.397461,12653.61816,10507.30371
P26447,5064.080566,5318.759277,8628.631836,22138.72656,11545.36719,31474.58398,41226.6875,8310.672852,11840.89355,12105.80957,17365.53711,21411.64648,51541.70703,47848.6875,12302.74219,10769.45508,18535.86719,22580.92969,42113.57422,56245.26172,8649.226563,8216.624023,11504.00977,15844.74414,17465.57227,30116.41016,39872.89844,23883.38477,21874.05664,24113.55078
P26927,63698.74219,62874.12109,63725.14063,58631.19141,60993.89063,57761.21875,50094.41016,60832.29297,58288.77734,60424.9375,59128.10547,58736.30078,53814.80078,55220.17969,58388.625,56398.26172,55644.70313,55361.76563,46703.91797,43261.49609,59080.63672,58228.71875,56249.96094,58398,57889.80078,55827.65625,54286.21484,52689.20703,53062.44141,52997.03906
P27105,504.7099915,2549.570557,2102.613281,10434.04492,8846.027344,50706.34375,52954.60547,1206.279419,3161.258789,3612.391113,13225.97754,12116.45996,48094.07031,44609.60938,2428.415527,2517.153564,15699.71582,17453.05664,65791.39844,53172.10156,2420.806152,2191.475098,3286.384033,9420.753906,8597.733398,41303.03125,38573.74219,21775.73633,21933.8457,21191.32422
P27169,1688080,1668590.125,1685246.75,1628179.375,1599100.375,1692483.375,1755263.375,1226063,1209284.375,1176780.25,1181584.75,1193650.125,1205274.5,1217092.875,2665080.75,2661880,2675188.25,2671561.25,2888280.75,3107035.25,1328330.375,1246516.625,1238353.25,1211467.375,1244241.625,1200554.875,1228163.125,1731500.625,1779182.375,1806162.125
P27797,9649.785156,11683.31152,6476.807129,11757.01074,11881.13379,16561.75195,15055.61133,13638.71484,9982.06543,13485.80664,14033.15332,15920.32422,12721.17383,19658.47266,12583.33008,17545.62305,12819.87109,13256.77148,19855.08398,19321.75781,13120.45703,10519.61133,10606.54785,9132.171875,14685.49121,16623.48047,15448.40234,11992.41406,14472.1543,17171.9375
P27918,95572.50781,102284.6875,100447.8516,102786.9844,107261.7031,93291.89063,83690.90625,105428.6797,103815.75,103896.6328,103270.2891,103077.3125,94955.97656,98349.95313,96827.14844,96156.33594,100118.4063,100837.4766,87305.21094,73232.52344,88962,90044.72656,90881.85938,86315.88281,87883.99219,89031.58594,88398.22656,88513.69531,87994.98438,84394.33594
P28799,19358.70898,16436.52734,15861.22754,11850.99805,12870.45508,6231.513672,1050.855591,16919.49414,16468.25391,16112.5293,14983.46777,12954.78027,6523.081543,5781.727051,13713.49121,14476.17188,12724.0332,11628.80469,1665.333862,NA,15152.90234,14234.19922,14590.60547,12804.8291,12958.85059,10508.70215,5122.553711,2256.334717,2638.932617,NA
P29320,25266.4668,25151.14063,25086.42578,22237.42969,22613.04883,25851.20313,29414.04297,17819.51172,17343.76367,17017.76563,18237.375,18042.08984,20570.70703,21724.87891,15797.41602,16950.28125,17436.33203,16493.74023,21967.78711,21315.51367,18463.91211,17103.68945,18637.3418,17180.92578,19821.56836,19038.9707,19257.76367,20932.34961,22042.4707,24377.97656
P29401,6640.913086,8992.102539,11538.76953,18523.75781,17279.24805,31772.41602,38253.55469,7165.393555,11881.04395,13331.02148,17232.07422,16294.67773,37176.09375,23051.14258,12739.08496,12194.4502,18749.91406,14314.44922,29878.60547,31981.72266,9939.518555,11741.72461,15157.30371,17760.55273,17689.73438,25989.45508,33891.99609,17506.75781,17262.48633,18556.60352
P29622,217555.7813,208029.9063,211173.375,212271.6406,209986.5156,206648.5625,204580.1875,280286.3125,272966.3438,263923.1875,273725.1875,270734.5938,266037.5313,256359.5781,268111.25,265020.5625,266489,263200.3438,268587.375,261415.2344,261915.5156,256286.4688,249211.6875,256203.7188,249475.8906,233566.1875,237099.9844,242669.8594,247792.2969,248165.4219
P30041,8398.446289,15242.89063,19297.79102,34718.51563,22729.04297,45097.34375,52336.88672,14169.93848,23911.54883,24121.43164,32331.66406,39149.11719,71070.78125,67049.80469,21456.3457,21734.05469,32496.64648,44108.80469,67155.63281,82061.25,15258.87695,17148.87109,25172.81055,30522.22461,29716.12695,47812.05469,57692.6875,37236.41406,40212.17578,37734.49609
P30043,14059.49902,35146.16016,41495.38672,76152.21875,43103.28125,105876.6484,107912.3984,24779.87891,35963.39453,31811.38672,52639.83594,60908.82813,124853.6328,117585.8359,43196.8125,41035.89063,72059.64844,102666.8594,151961.7344,163083.5,32011.01953,23723.63281,36931.55078,57896.80859,46852.90625,99205.34375,106040.6875,75698.86719,73718.71875,75838.64844
P30044,2703.618408,2978.597412,1969.751831,3587.505371,3673.706055,6985.764648,9725.56543,2846.700195,3048.354492,4927.914551,4041.366699,5778.623535,8887.40918,8948.855469,3051.363281,4143.084961,3165.279053,4125.845215,6530.168945,7213.245117,3503.531006,5421.101563,6421.188965,5690.891113,5708.185059,10603.58984,9874.3125,5534.081055,7384.717285,7247.319336
P30086,NA,5030.911621,3816.164063,9558.738281,953.0339355,14815.08105,13706.58984,2676.376221,6941.777344,5891.36377,9115.788086,10257.20508,17201.12109,16819.0332,6789.878418,8220.522461,12149.76855,11394.91699,19476.57813,26774.47266,3518.5354,6010.361328,7465.950195,9335.266602,9198.261719,14726.64746,18047.54492,9967.211914,11351.0459,10852.1875
P30153;P30154,2287.213867,3459.006104,3224.244873,5517.314453,3798.782959,5801.45166,5450.763672,3612.95874,3491.748779,3206.745117,3700.272949,4656.634766,6477.22168,6272.752441,3476.345947,3430.787354,4212.258301,4727.706055,NA,6292.593262,3274.228516,2916.573242,4382.735352,3890.830078,4366.004395,5703.741699,8176.466797,4626.50293,6413.219238,5708.125488
P30740,2860.198486,5824.105957,5759.733887,11597.1377,6378.917969,15777.97363,15633.29102,6482.913574,6612.972168,7767.565918,13917.99512,13084.4248,32774.75391,18521.10547,9271.391602,9404.395508,9088.47168,10208.8418,17413.19531,16831.55078,4204.974121,6163.948242,8959.34668,10503.4541,10968.03027,18752.44727,25991.9668,12002.33301,13787.03027,13122.90039
P31146,NA,2930.594971,4131.676758,4322.130371,NA,12179.70801,9757.580078,2807.747559,4144.844727,4540.296875,6371.819824,5177.828613,13305.40527,9897.235352,370.2137146,393.2455139,4669.872559,392.6354675,6110.405273,3390.338379,2629.516846,4321.666992,6228.987305,7536.375488,5717.175293,7559.678223,11401.5625,4470.121582,4982.478027,9126.057617
P31946,12907.45703,11989.71191,15540.58008,17154.29688,14144.24902,23332.36133,24756.47461,15173.35254,17481.89063,21173.52734,19520.33984,22091.18945,28193.62891,31896.48438,17494.29883,17236.42188,17042.41797,16535.94922,24763.80859,28881.9707,12338.96094,17535.66992,21762.47656,16367.57031,20522.92383,22485.41797,31731.98828,21432.21875,19260.46875,21510.24609
P31949,NA,937.5597534,923.0944824,2861.019531,1839.711426,5374.314453,8699.65332,354.6246948,NA,NA,1904.86731,1118.141357,7691.475098,5805.274414,NA,1085.040405,NA,NA,NA,11182.13086,NA,NA,NA,782.2040405,1541.893921,3129.071777,5296.49707,NA,4963.851563,5242.603027
P32119,26544.7168,57708.91406,67965.47656,129963.6328,86235.24219,160635.1094,185915.1719,46212.54688,60424.60547,60551.57422,84607.07813,107241.2266,197507.4844,188599.0938,67157.00781,69566.28125,113038.3672,142214.125,244394.2813,276613.875,52353.90625,40204.32813,60964.08203,89426.8125,74918.95313,146967.375,173924.7031,115001.1328,118208.2891,123549.5078
P33151,43185.44141,47078.70313,43887.76953,48839.625,42987.97656,46690.96094,46897.375,60782.14063,61628.60156,57885.88281,58385.98438,53788.87891,64092.74609,60327.46094,59662.77344,60118.91406,62815.98047,63485.98438,66681.10156,67961.07813,64080.32031,63048.34766,63268.19922,66523.70313,62732.37109,63455.98438,63188.14844,58270.38672,62636.40234,59199.71875
P33908,20727.56445,15833.18848,17582.45508,15613.54492,17623.58984,14910.84473,16750.375,15463.69629,16579.01758,18880.17188,14452.18164,15381.87793,12069.17676,10022.53613,15751.50293,16451.71875,14622.46094,13730.12012,11300.16504,15658.96484,15550.88184,16747.70313,18114.75,16954.99414,15196.17383,11031.86621,13459.7207,12770.79688,12593.16504,18422.30273
P35443,5298.769531,4577.580078,4874.070313,3790.268799,4104.974121,4063.445557,4305.769043,9429.891602,10076.60254,9566.719727,9901.549805,8614.792969,7982.383789,8520.198242,10689.29199,10732.1377,10556.89258,10401.13965,8495.529297,8595.615234,8124.18457,8072.875977,7701.811035,7800.257813,8446.504883,7795.233398,7670.539063,7528.463867,7212.444336,7159.852051
P35527,12160.50391,35986.15625,14185.17773,5433.334961,468.6812134,14988.93457,60735.74219,48293.82422,36535.61719,11207.53223,12213.7002,9977.875,63296.52344,9419.004883,21027.60156,5219.010742,NA,8718.510742,NA,4896.219727,15970.80664,32390.14453,NA,3316.297119,15662.36328,26773.19141,36727.85156,7557.487305,8294.105469,9088.820313
P35542,867013.0625,864474.375,839157.25,836596.75,848478.5,836673.5625,890898.1875,781657.125,793896.5625,771103.0625,780518.1875,766241.0625,808541.125,762889.125,800620.9375,798663.3125,777603.75,789648.0625,832819.875,892337.375,793496.875,808574,790695.875,793188.6875,788636.9375,777592.125,805054.3125,837324.1875,821051.5,815002.1875
P35579,6459.658203,7219.374023,6361.052246,10015.81836,7053.437012,13957.42578,19674.4707,9809.416992,12669.32129,16851.25195,13285.99121,14917.94727,17694.01953,21408.12695,12180.29297,12474.22363,9354.392578,7506.354004,12969.08789,10434.04492,12980.0791,11890.27246,17324.63281,10575.37598,13155.54395,14944.65723,21541.41406,12924.14453,13221.96094,13614.35547
P35858,534946.9375,511032.3125,528645,500496.0938,530960.375,501597.4375,521615.75,507211.4063,497380.9688,484790.4063,488726.2188,486538.1875,486047.625,488559.2813,419511.9375,410582.5625,403298.4375,408270.6875,412399.9063,438695.3125,469788.1875,456617.25,458374.4688,456219.0313,464738.6563,442982.4688,456999.875,458204.25,456054.25,479068.5938
P35908,17561.29492,25001.0293,1341.895752,3026.120605,NA,7179.850098,29790.58594,39073.58594,24281.58789,15916.26465,8315.990234,3655.449219,27975.75,2777.639404,21301.05078,2449.938965,NA,3608.395752,NA,5156.030273,7313.945313,22333.72656,NA,1360.181274,4824.211914,10566.35156,39412.57813,3352.712891,468.6710205,4083.922607
P36955,282324.5625,283151.8438,279453.0938,265729.9688,269103.125,263625.4375,271350.4063,292457.6563,285774.7813,284307.5625,280593.0625,273985.0625,272265.5625,273148.25,318384.4375,316867.7813,309164.4375,308228.8438,324134.0625,341612.0313,288483.5625,279531.1875,278615.4063,272249.5625,276807.4688,269610.0313,274239.7188,287003.375,282854.75,286800.1875
P36980,48903.44531,41297.99609,44508.21875,40285.86719,34643.30078,34344.26563,39815.83984,39778.19922,41789.89844,38508.03906,36876.21484,39978.39063,35342.32031,37889.78906,82068.52344,79270.73438,72532.75,66373.08594,83385.23438,68195.76563,84861.57031,76691.4375,76624.92969,82082.03125,70097.27344,70236.5625,74374.1875,60545.21484,54399.65625,54559.3125
P37802,14489.41113,35974.60547,24014.75781,46345.52734,38662.63281,59658.54297,59841.89063,31696.24023,60049.42969,60294.625,72996.04688,81424.89844,75831.44531,90893.03906,49352.27344,57210.02734,58431.34766,56762.01563,64718.50391,83086.14844,29361.42188,54933.52734,64198.28516,63274.27734,73260.39844,77634.96875,91091.91406,56901.74609,57259.60547,57110.35547
P37840,433.6947937,3677.213135,3868.202148,11568.43848,5565.84082,21511.04883,24147.52344,3848.044189,4259.648438,3163.302979,4526.685059,6989.700684,21342.81641,20076.08594,3686.625,3299.386475,10853.47949,12619.00586,28453.78516,32221.06641,3678.599609,2458.050049,5850.633301,7900.482422,6767.376953,19316.625,21166.38086,8458.441406,9908.049805,9820.416016
P40197,10886.60938,17250.79102,19264.68945,15195.56055,15816.56836,19129.86328,17921.08008,17407.37695,30465.83008,31496.41602,30692.93359,31810.76172,29152.82031,31571.19727,27614.25977,29314.98438,27894.60742,22039.26953,24178.4082,27412.12109,22172.27734,30299.94727,36006.60938,30146.20117,33157.5625,32262.53711,34501.22266,23524.3125,26939.1582,24782.77539
P40925,NA,NA,NA,9894.09375,6715.343262,15422.01074,16310.29492,NA,NA,4927.245605,7790.708008,11386.27148,18302.63672,18557.74219,6611.624023,5392.651367,8987.208008,12169.14453,20399.60547,22781.0957,NA,3389.820557,5287.440918,5747.009766,5286.265137,9797.137695,16370.08984,10281.04004,8667.691406,9388.310547
P41159,1900.685791,NA,3242.649658,2008.029419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3681.447998,3625.213867,3002.278076,3986.94043,NA,NA,11238.26855,9909.493164,8208.760742,7958.444824,8222.371094,6716.268066,6221.587891,2667.913818,NA,4177.939453
P41222,57509.65625,58191.75391,55518.33203,53532.01563,55011.29297,52882.80859,51430.63281,67360.25,66701.42969,65034.17188,65552.89063,65409.82813,63407.60547,63249.15625,60849.89063,59418.67188,60714.37891,59215.80078,58418.72656,58382.45313,61996.14453,59576.91797,59406.23438,57893.24609,58644.78906,56747.21094,56833.80078,58042.52734,58135.21094,58661.83984
P42830,NA,493.2758789,NA,1475.654175,2490.918457,11255.44922,11335.94043,NA,NA,NA,NA,2272.746582,NA,13331.38477,NA,NA,1062.50769,3511.320068,3812.145508,16569.57813,NA,NA,NA,20987.65625,14931.14453,43758.60547,51112.17188,8124.644043,10102.43164,7897.643066
P43121,6907.253418,4773.191895,7980.32959,5043.426758,5391.718262,6951.564941,NA,10774.23926,9940.301758,11570.17285,9431.265625,9040.792969,13473.13672,11600.92969,13090.5127,10554.93945,7142.302734,10448.74805,9930.769531,14070.48926,6245.116211,8221.78418,7265.48877,16296.19043,8340.719727,6504.505371,7149.460938,6567.872559,9679.254883,11839.63574
P43251,109230.8438,107030.7969,103932.9688,108625.0625,109715.8047,106287.1328,101740.7344,134365.4063,134365.2031,134927.8281,136675.8906,128246.1484,125555.8594,122816.2109,132375.4375,137470.4375,127060.9531,129862.3828,118714.1875,94482.79688,131503.4375,127067.0156,122143.4375,129076.1797,127231.8594,117772.4063,116106.5547,116394.9531,123768.0391,122776.0625
P43652,831188.375,787590.0625,791943.375,780230,801899.5625,714463.3125,606878.375,946322.6875,934197.5,932916.5,923349.4375,900271.125,847927.875,826756.875,786818.4375,800818.875,775139.125,769916.75,615182.875,517219.1563,951203.625,948705.8125,937202.0625,934007.9375,933433.1875,892902.75,876320.875,694518.25,673921.625,686435.4375
P48059,3166.203125,3869.202148,730.6239624,3269.860352,2741.12915,1659.982178,NA,5732.453613,5158.474609,8763.305664,3981.605225,5250.422852,1266.135986,3012.971924,5462.124023,5084.080566,2810.023682,2230.168945,NA,NA,5754.052246,8525.144531,11793.42285,3638.251953,7139.982422,3902.616455,3479.702148,34.63194656,1604.21814,3742.837402
P48740,40486.35938,39062.97266,44131.66016,40221.21875,40506.24219,35279.79297,35665.80859,56309.28516,56860.98438,58024.33984,55500.17578,53783.57031,54474.29688,54713.83594,45789.17188,45726.29688,45672.37109,50417.47266,44359.37109,39367.39453,37445.57031,34523.10938,34262.82031,33247.19141,33432.87109,33059.17578,30592.50586,43108.08594,44125.35547,41493.99609
P49454,610789.8125,622094.25,608215.4375,585825.1875,585194.5,423240.4688,360585.9375,647977.875,713803,678915.5,649727.5,629935.0625,471677.4063,422611.2188,686464.375,683197.25,606367.125,604775.375,425697.5313,365141.75,571407.4375,603171,598319.6875,594529.125,594629.4375,419463.0938,401115.0625,476957.3438,480524.25,467019.0313
P49747,27573.18359,25730.75391,24598.62695,24204.63477,24269.27344,22563.30078,21465.46484,27080.74414,26477.3418,27576.92578,26869.72461,27455.87891,24242.69727,24895.05273,43136.91016,42147.05469,43259.05469,40939.48828,41566.03516,37135.45313,30609.87695,30538.43945,31229.10352,28571.19141,29333.98438,28904.31641,27255.68555,25458.13867,28221.35352,27447.95117
P49908,141527.7969,142582.9531,134861.2188,130902.0156,141236.7656,126946.7734,116570.4688,151427.375,142537.3906,146687.5156,145277,137371.5,122416.1172,122095.2656,144087.8594,146263.3438,139501.7188,133892.8438,124779.375,120987.5781,139340.7344,132468.875,137824.5469,140055.3125,133180.3594,127559.2969,120090.4688,128987.1406,124952.2969,120599.3203
P49913,33809.71094,38558.03125,40833.625,38661.78516,41321.24219,39404.76563,44307.37109,38742.60547,41673.45313,44610.05078,38479.78906,45909.17969,45578.82422,49099.08984,29005.36719,33615.63672,30987.50391,34978.63281,32090.65039,37852.11719,11254.50586,21031.82813,26419.96094,20877.68555,28277.42188,21646.43359,30901.86328,31680.87305,34402.85156,30592.12305
P50395,2478.859863,5421.334473,5205.141602,12917.3457,7608.955566,29076.74609,31012.12109,4706.229492,8536.4375,7875.02002,9890.464844,11035.20898,34001.11328,31533.34961,7395.327148,7944.109375,11518.03027,13726.46094,37247.875,37266.08594,5860.700684,6553.027344,9037.103516,11186.27148,10254.0127,27004.30273,27698.17188,17481.26367,14534.93457,17742.48828
P51149,NA,2670.109131,NA,3768.506104,3113.10498,6930.873047,5590.237793,2906.606201,5698.291504,6897.605957,6823.413086,5723.723145,9576.672852,11129.30273,8308.299805,7146.884766,5583.608887,7195.280273,10301.43945,NA,3816.22876,4547.741699,6061.937012,9246.766602,8919.285156,9756.224609,12690.04883,6937.615723,4255.819336,7471.065918
P51797,60674.12109,55629.48828,57468.19922,53111.5625,55431.62891,60497.03906,62342.84375,81082.05469,87829.07031,75795.45313,77531.47656,73766.82031,87295.30469,86291.17188,34931.67578,31613.64063,27092.8457,33969.14844,34550.66016,37557.01953,67236.89063,57255.27344,60715.84766,61326.89453,58604.21094,60180.62109,63806.47656,64903.83203,63434.07813,63624.46094
P51884,191149.3594,195258.9531,195498.2969,186259.625,191418.625,193275.0625,199384,240746.0313,242609.9063,240065.4063,241218.8594,233877.7656,246079.4531,243437.5,247074.3594,251946.8438,242780.9375,244585.125,265905.5625,272336.5938,207986.8125,202290.9688,203830.7969,204371.375,200932.0156,204546.5938,208807.6875,227561.25,231876.125,224881.7656
P52209,3138.983887,3652.773682,5061.736328,12331.27344,7656.227051,19299.82227,22837.3457,5150.404297,5200.639648,6924.674805,12680.75195,11650.79199,31552.19531,21808.66602,4724.78125,5524.445313,11444.82031,11985.78027,22998.4707,20995.83594,5106.79541,5611.602051,10644.65625,10027.38965,11091.88867,19645.7168,24924.38477,16697.61328,14858.44629,13012.22754
P52566,8828.912109,11186.26465,13631.80664,18903.59961,16063.72266,26213.87305,26179.58789,12198.5293,17565.91211,19497.49219,22271.0957,22116.17578,34910.08203,28051.9668,17892.00977,17583.70703,19526.30469,18853.98242,19796.61523,25624.99414,11404.42676,16671.16992,22590.46875,19189.49414,23966.37109,26152.52344,30135.40039,15961.16406,20147.76367,20737.89844
P54108,23905.40234,55548.375,51353.74219,30104.08008,50411.625,60735.70703,62310.50781,45889.08984,106990.8984,74517.44531,62817.80859,72009.59375,75639.82813,91581.17969,32991.01172,47633.16016,55204.51563,36572.89063,76439.625,68467.75781,34018.80078,21762.3418,43163.28906,42208.94922,55993.49609,28282.16211,28671.40625,56190.11328,50152.04688,80603.46094
P54802,2423.645264,1712.160767,NA,1501.776367,871.7984619,1357.491333,NA,1922.994507,2063.496338,2687.465088,4156.555176,3084.468994,2948.466309,1492.354004,6546.845703,5504.84375,5655.259766,6344.825195,6925.695313,3366.395264,3125.677979,3044.198486,3492.069092,3586.961914,4113.924316,3122.861328,2980.245605,2339.322266,3578.203857,3967.322998
